Source
51616268426009472
51619120284286976
51677669278703104
51694746068624128
51742471745296768
53206780715340032
53335045618385536
58259414601023744
61554650949438208
63102694601689728
63289920815872256
63391174669006080
63436396380626688
63449521800719488
63502259702709888
63546038305742720
63547270960574336
63547378335443200
63589743892857216
63627264728628224
63632178171114624
63661521387693824
63677326867342464
63692475216749312
63693785181958912
63705433133130368
63717665199974016
63730309581781376
63773774653147904
63786625195137664
63795455648004608
63824901943723392
63826070174824192
63826448131945984
63849572235829248
63876402894075904
63884584809145600
63892006512622848
63916431989200256
63953819680971008
63988351216124288
63989691247627776
63995562466405760
63999999169130112
64006905476619776
64021714523841280
64024081049308800
64027143362491008
64032503481665280
64050645425295872
64057895330132224
64059407158605568
64064011363520512
64066107307543296
64078167575681152
64092907903452800
64094037476647040
64095656682494720
64103009666497024
64104933811828480
64109915973846528
64114245300877184
64117784354039040
64128294135554688
64129294866302336
64131150292139648
64136063734692224
64148738180119680
64157023175179776
64168705486089216
64172038380708224
64174546641593984
64215125490886656
64232271000313472
64250477365329536
64259518272776576
64272128296706432
64276315888567424
64331123967672448
64346276612274816
64380636350588544
64401389632616960
64438184617001472
64438841747360768
64441143849872512
64445988572906752
64449321467581056
64449729487990912
64450283540250240
64453685154291968
64453887017111808
64456262134709376
64555694921236352
64574352259640192
64588748990094720
64589062523316736
64597927335800064
64642801154268672
64653383953596032
64656201452146304
64665203703566848
64667535869958784
64671903852618624
64679840952155264
64720179284934016
64720625961541120
64739248940235392
64768763955442944
64770241424108032
64795289673433728
64797523056344064
64798038452412928
64798691287540224
64804360644343424
64808204638390912
64808483812941440
64837242912474624
64840541448791424
64843805623922688
64856312568645248
64857721317916032
64870296982175488
64871740091177600
64874454510493440
64879402312818944
64884624994048256
64889126119831040
64891634380723712
64895139073954944
64896101146708224
64899017426872960
64900739711320960
64905618794174720
64909153549943296
64912009705490304
64913452814489216
64915754917051520
64916751349465856
64917094946846848
64922283267331968
64923279699744256
64927368508592512
64928605459180416
64928674178659968
64929391436043264
64930495244783616
64933759417769984
64934893291213952
64936508198907904
64941211186036352
64942001460286080
64943758103791104
64946025846426752
64951111087777536
64951626483855744
64952068862923520
64952829074688896
64956127609659008
64956127609464320
64956123313498368
64959662365552384
64960663095015680
64962174923490304
64963377514329984
64964717544035200
64966916567283456
64967569402404480
64967603762044928
64971933089093760
64974338270788864
64974574492213248
64977705525131904
64979732749686016
64980832261312640
64981137202021376
64981863053470592
64981931772948480
64982344089813248
64984951133439232
64985127228608128
64987876007763968
64988322684358144
64988803720689408
64989490915460608
64990349908937984
64990586130069504
64990792288875264
64997187496822912
64998905483757568
64999558318784768
64999588381514496
65000417312240896
65000863988835200
65003612767943040
65004437401569664
65004712279475712
65005262035285888
65005846150835200
65007083101413888
65007942094880640
65008010814357248
65008388771477120
65010239900405504
65010519075247616
65010549138050944
65011412428446592
65011962184337664
65012408860856832
65013474012743936
65014195567317504
65014985841292032
65017627244152064
65017906418989312
65018417518780672
65019246448775424
65020414679879296
65023232178029440
65026839950559744
65027595864800000
65027905102436608
65030344643851776
65037731987586304
65038281743395584
65040686925109760
65042439271761280
65042645428743680
65047043476608128
65052953351603456
65053915424355584
65056526764528128
65058760147520000
65072435323295872
65078929312363392
65079788307324672
65084358152509440
65086591535491584
65088275162687104
65089336018173440
65089473457126784
65098514364769408
65101606741121792
65107860213588096
65108714911246720
65112739296356608
65117206062341760
65119164567417856
65120470237460480
65125452399528320
65125864716379264
65131121756446592
65134592089910656
65135176205557888
65136791113382912
65147438335354624
65150947325369600
65151531440914560
65153833543386624
65155856471318912
65156891560085504
65161250950264192
65161976802151680
65162492198224768
65163110673516928
65164171528305792
65165653294149760
65167577439502592
65168844452782208
65169943964429952
65170016980919808
65173620458875008
65175480179315840
65178568258674176
65179946945247488
65181527493208192
65184894747573376
65188090203295744
65189739470654464
65190048708380160
65190220507070208
65194584193758336
65196370900147968
65196405259884544
65199222758514048
65199978672758272
65200283613608704
65201039527567232
65201249983083392
65202383854448384
65202418214188544
65202830531043968
65203758244032512
65206674525036672
65207709613871744
65207709611941376
65208396808627840
65211145587780992
65211557904569856
65212107660378880
65212691773969280
65212691775922048
65212760495396736
65212932294091264
65213172812266752
65213172812266240
65214409762926720
65214856439472640
65216363971331072
65216643145862144
65221487868870784
65222518661019520
65222759179189248
65223515093523328
65223583812996864
65223618172733952
65224442806459008
65225469302220800
65225611037551360
65226092073881856
65226401311534208
65228772133391488
65229184450247296
65230764996027776
65231486552803328
65232066371441792
65232105028172160
65232757863112192
65237911823760640
65241313437941504
65241313435901568
65241863193865856
65242069352190976
65244435877629824
65244646332548352
65244749411766528
65245539685760640
65247704349267584
65248151025861120
65249250535404928
65254576296865152
65254851174771584
65254885534508672
65257187636977536
65263097511969792
65263612908043392
65264506261240448
65265674492422784
65266494828710400
65267078945207296
65267388182879104
65269935099961600
65270450496044416
65272817023559040
65275020341243520
65275089060719104
65276699671440384
65277975278721408
65279418387728896
65280036863012864
65281166437426176
65281239453865856
65282098447322752
65283094877491200
65284469269256704
65287458566524928
65289004754691200
65289279632598016
65289279632597760
65289623229979136
65292268929825408
65293368441513344
65295425728422528
65296357738731008
65297251091930624
65298208867376384
